id,file_path,label,predicted_label,confidence,split,source,annotator,status,reasons,recommendation
18,butterfly_000018.jpeg,butterfly,butterfly,0.949,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
19,butterfly_000019.jpeg,butterfly,dog,0.542,train,animals10,ann_4,hard_example,model_disagreement;high_entropy;rare_class;class_deficit,send_to_review
20,butterfly_000020.jpeg,butterfly,butterfly,0.952,train,animals10,ann_1,rare_class_candidate,too_bright;rare_class;class_deficit,add_to_next_train
21,butterfly_000021.jpeg,butterfly,butterfly,0.832,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
22,butterfly_000022.jpeg,butterfly,butterfly,0.96,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
23,butterfly_000023.jpeg,butterfly,butterfly,0.9,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
24,butterfly_000024.jpeg,butterfly,butterfly,0.869,train,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
25,butterfly_000025.jpeg,butterfly,butterfly,0.875,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
26,butterfly_000026.jpeg,butterfly,butterfly,0.922,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
27,butterfly_000027.jpeg,butterfly,butterfly,0.905,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
28,butterfly_000028.jpeg,butterfly,butterfly,0.847,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
29,butterfly_000029.jpeg,butterfly,butterfly,0.952,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
30,butterfly_000030.jpeg,butterfly,butterfly,0.943,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
31,butterfly_000031.jpeg,butterfly,butterfly,0.887,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
32,butterfly_000032.jpg,butterfly,butterfly,0.866,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
33,butterfly_000033.jpeg,butterfly,butterfly,0.93,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
34,butterfly_000034.jpg,butterfly,butterfly,0.845,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
35,butterfly_000035.jpeg,butterfly,butterfly,0.917,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
36,butterfly_000036.jpeg,butterfly,butterfly,0.978,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
37,butterfly_000037.jpeg,butterfly,butterfly,0.879,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
38,butterfly_000038.jpeg,butterfly,butterfly,0.863,train,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
40,butterfly_000040.jpeg,butterfly,butterfly,0.846,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
41,butterfly_000041.jpg,butterfly,butterfly,0.85,train,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
42,butterfly_000042.jpeg,butterfly,butterfly,0.9,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
44,butterfly_000044.jpg,butterfly,butterfly,0.828,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
45,butterfly_000045.jpeg,butterfly,butterfly,0.928,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
46,butterfly_000046.jpeg,butterfly,butterfly,0.889,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
47,butterfly_000047.jpeg,butterfly,butterfly,0.879,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
49,butterfly_000049.jpeg,butterfly,butterfly,0.908,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
51,butterfly_000051.jpeg,butterfly,butterfly,0.843,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
53,butterfly_000053.jpeg,butterfly,butterfly,0.963,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
54,butterfly_000054.jpeg,butterfly,butterfly,0.846,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
55,butterfly_000055.jpeg,butterfly,butterfly,0.902,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
56,butterfly_000056.jpeg,butterfly,butterfly,0.951,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
58,butterfly_000058.jpeg,butterfly,butterfly,0.925,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
59,butterfly_000059.jpg,butterfly,butterfly,0.847,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
60,butterfly_000060.jpeg,butterfly,butterfly,0.825,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
61,butterfly_000061.jpeg,butterfly,butterfly,0.887,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
62,butterfly_000062.jpeg,butterfly,butterfly,0.944,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
63,butterfly_000063.jpeg,butterfly,butterfly,0.83,train,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
64,butterfly_000064.jpeg,butterfly,butterfly,0.98,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
65,butterfly_000065.jpeg,butterfly,butterfly,0.848,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
66,butterfly_000066.jpeg,butterfly,butterfly,0.959,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
67,butterfly_000067.jpeg,butterfly,butterfly,0.859,train,animals10,ann_3,hard_example,too_dark;high_entropy;rare_class;class_deficit,send_to_review
68,butterfly_000068.jpg,butterfly,butterfly,0.868,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
69,butterfly_000069.jpg,butterfly,butterfly,0.898,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
70,butterfly_000070.jpg,butterfly,butterfly,0.947,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
71,butterfly_000071.jpeg,butterfly,butterfly,0.907,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
72,butterfly_000072.jpeg,butterfly,butterfly,0.949,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
74,butterfly_000074.jpg,butterfly,butterfly,0.952,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
75,butterfly_000075.jpg,butterfly,butterfly,0.842,train,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
76,butterfly_000076.jpeg,butterfly,butterfly,0.905,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
79,butterfly_000079.jpeg,butterfly,butterfly,0.974,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
81,butterfly_000081.jpeg,butterfly,butterfly,0.97,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
82,butterfly_000082.jpeg,butterfly,butterfly,0.969,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
83,butterfly_000083.jpeg,butterfly,butterfly,0.899,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
85,butterfly_000085.jpg,butterfly,butterfly,0.907,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
86,butterfly_000086.jpg,butterfly,butterfly,0.901,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
89,butterfly_000089.jpg,butterfly,butterfly,0.964,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
90,butterfly_000090.jpg,butterfly,cat,0.492,train,animals10,ann_2,hard_example,model_disagreement;high_entropy;rare_class;class_deficit,send_to_review
91,butterfly_000091.jpeg,butterfly,butterfly,0.821,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
92,butterfly_000092.jpeg,butterfly,butterfly,0.973,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
93,butterfly_000093.jpeg,butterfly,butterfly,0.862,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
95,butterfly_000095.jpeg,butterfly,butterfly,0.963,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
96,butterfly_000096.jpg,butterfly,butterfly,0.971,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
97,butterfly_000097.jpg,butterfly,butterfly,0.841,val,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
98,butterfly_000098.jpeg,butterfly,butterfly,0.88,val,animals10,ann_4,rare_class_candidate,too_bright;rare_class;class_deficit,add_to_next_train
99,butterfly_000099.jpeg,butterfly,butterfly,0.952,val,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
100,butterfly_000100.jpeg,butterfly,butterfly,0.946,val,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
101,butterfly_000101.jpeg,butterfly,butterfly,0.967,val,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
102,butterfly_000102.jpeg,butterfly,butterfly,0.901,val,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
103,butterfly_000103.jpeg,butterfly,butterfly,0.891,val,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
104,butterfly_000104.jpeg,butterfly,butterfly,0.964,val,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
105,butterfly_000105.jpeg,butterfly,butterfly,0.902,val,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
106,butterfly_000106.jpeg,butterfly,butterfly,0.928,val,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
107,butterfly_000107.jpeg,butterfly,butterfly,0.951,val,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
109,butterfly_000109.jpg,butterfly,butterfly,0.831,test,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
110,butterfly_000110.jpeg,butterfly,horse,0.491,test,animals10,ann_2,hard_example,model_disagreement;high_entropy;rare_class;class_deficit,send_to_review
111,butterfly_000111.jpeg,butterfly,butterfly,0.977,test,animals10,ann_4,rare_class_candidate,too_dark;rare_class;class_deficit,add_to_next_train
112,butterfly_000112.jpeg,butterfly,butterfly,0.963,test,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
113,butterfly_000113.jpeg,butterfly,butterfly,0.965,test,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
114,butterfly_000114.jpeg,butterfly,spider,0.481,test,animals10,ann_3,hard_example,model_disagreement;high_entropy;rare_class;class_deficit,send_to_review
115,butterfly_000115.jpg,butterfly,spider,0.54,test,animals10,ann_2,hard_example,model_disagreement;high_entropy;rare_class;class_deficit,send_to_review
116,butterfly_000116.jpeg,butterfly,butterfly,0.856,test,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
117,butterfly_000117.jpeg,butterfly,butterfly,0.977,test,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
118,butterfly_000118.jpeg,butterfly,butterfly,0.907,test,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
119,butterfly_000119.jpeg,butterfly,butterfly,0.86,test,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
120,butterfly_000120.png,butterfly,butterfly,0.85,test,animals10,ann_1,hard_example,too_dark;high_entropy;rare_class;class_deficit,send_to_review
121,cat_000121.jpg,cat,cat,0.84,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
122,cat_000122.jpg,cat,cat,0.891,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
123,cat_000123.jpeg,cat,cat,0.846,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
124,cat_000124.jpeg,cat,cat,0.866,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
126,cat_000126.jpeg,cat,cat,0.823,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
127,cat_000127.jpeg,cat,cat,0.848,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
128,cat_000128.jpg,cat,cat,0.971,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
129,cat_000129.jpeg,cat,cat,0.876,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
130,cat_000130.jpeg,cat,cat,0.903,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
132,cat_000132.jpeg,cat,cat,0.527,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
133,cat_000133.jpeg,cat,cat,0.862,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
134,cat_000134.jpeg,cat,cat,0.858,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
135,cat_000135.jpg,cat,cat,0.916,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
136,cat_000136.jpeg,cat,cat,0.925,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
137,cat_000137.jpg,cat,cat,0.882,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
138,cat_000138.jpeg,cat,cat,0.951,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
139,cat_000139.jpg,cat,cat,0.906,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
140,cat_000140.jpg,cat,cat,0.901,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
141,cat_000141.jpeg,cat,cat,0.849,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
142,cat_000142.jpeg,cat,cat,0.936,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
143,cat_000143.jpeg,cat,cat,0.925,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
144,cat_000144.jpeg,cat,cat,0.869,train,animals10,ann_3,hard_example,too_dark;high_entropy;rare_class;class_deficit,send_to_review
145,cat_000145.jpg,cat,cat,0.894,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
146,cat_000146.jpg,cat,cat,0.913,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
147,cat_000147.jpeg,cat,cat,0.839,train,animals10,ann_4,hard_example,too_bright;high_entropy;rare_class;class_deficit,send_to_review
148,cat_000148.jpeg,cat,cat,0.959,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
149,cat_000149.jpeg,cat,cat,0.885,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
150,cat_000150.jpeg,cat,cat,0.849,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
151,cat_000151.jpeg,cat,cat,0.848,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
153,cat_000153.jpeg,cat,cat,0.834,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
154,cat_000154.jpg,cat,cat,0.974,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
156,cat_000156.jpg,cat,cat,0.905,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
157,cat_000157.jpg,cat,cat,0.86,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
160,cat_000160.jpeg,cat,cat,0.841,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
161,cat_000161.jpeg,cat,cat,0.972,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
163,cat_000163.jpeg,cat,cat,0.879,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
164,cat_000164.jpeg,cat,cat,0.943,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
165,cat_000165.jpeg,cat,cat,0.6,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
167,cat_000167.jpeg,cat,cat,0.931,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
168,cat_000168.jpeg,cat,cat,0.926,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
169,cat_000169.jpeg,cat,cat,0.887,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
170,cat_000170.jpeg,cat,cat,0.865,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
171,cat_000171.jpeg,cat,cat,0.944,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
172,cat_000172.jpeg,cat,cat,0.846,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
173,cat_000173.jpeg,cat,cat,0.897,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
175,cat_000175.jpeg,cat,spider,0.467,train,animals10,ann_1,hard_example,model_disagreement;high_entropy;rare_class;class_deficit,send_to_review
176,cat_000176.jpg,cat,cat,0.893,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
178,cat_000178.png,cat,cat,0.888,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
179,cat_000179.jpeg,cat,cat,0.827,train,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
180,cat_000180.jpeg,cat,cat,0.877,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
181,cat_000181.jpg,cat,cat,0.937,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
182,cat_000182.jpeg,cat,cat,0.884,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
183,cat_000183.jpeg,cat,cat,0.956,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
184,cat_000184.jpeg,cat,cat,0.838,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
185,cat_000185.jpeg,cat,cat,0.837,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
186,cat_000186.jpg,cat,cat,0.849,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
187,cat_000187.jpg,cat,cat,0.958,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
188,cat_000188.jpeg,cat,cat,0.962,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
190,cat_000190.jpg,cat,cat,0.874,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
191,cat_000191.jpeg,cat,cat,0.897,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
192,cat_000192.jpeg,cat,cat,0.963,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
194,cat_000194.jpeg,cat,sheep,0.524,train,animals10,ann_3,hard_example,model_disagreement;high_entropy;rare_class;class_deficit,send_to_review
196,cat_000196.jpeg,cat,cat,0.893,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
197,cat_000197.jpeg,cat,cat,0.871,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
198,cat_000198.jpg,cat,horse,0.545,train,animals10,ann_1,hard_example,model_disagreement;high_entropy;rare_class;class_deficit,send_to_review
199,cat_000199.jpeg,cat,cat,0.974,train,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
200,cat_000200.jpeg,cat,cat,0.925,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
201,cat_000201.jpeg,cat,cat,0.829,train,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
202,cat_000202.jpeg,cat,cat,0.943,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
203,cat_000203.jpeg,cat,cat,0.892,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
204,cat_000204.jpeg,cat,cat,0.875,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
205,cat_000205.jpeg,cat,cat,0.837,train,animals10,ann_2,hard_example,too_bright;high_entropy;rare_class;class_deficit,send_to_review
206,cat_000206.jpeg,cat,cat,0.939,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
207,cat_000207.jpeg,cat,cat,0.85,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
208,cat_000208.jpeg,cat,cat,0.85,train,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
209,cat_000209.jpeg,cat,cat,0.968,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
210,cat_000210.jpg,cat,cat,0.925,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
212,cat_000212.jpg,cat,cat,0.901,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
213,cat_000213.jpeg,cat,cat,0.95,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
214,cat_000214.jpeg,cat,cat,0.961,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
215,cat_000215.jpeg,cat,cat,0.931,train,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
216,cat_000216.jpg,cat,cat,0.975,train,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
217,cat_000217.jpg,cat,cat,0.916,val,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
218,cat_000218.jpg,cat,cat,0.87,val,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
219,cat_000219.jpg,cat,cat,0.866,val,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
220,cat_000220.jpeg,cat,cat,0.934,val,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
221,cat_000221.jpeg,cat,cat,0.872,val,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
222,cat_000222.jpeg,cat,cat,0.913,val,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
223,cat_000223.jpeg,cat,cat,0.905,val,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
224,cat_000224.jpeg,cat,cat,0.824,val,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
226,cat_000226.jpeg,cat,cat,0.843,val,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
227,cat_000227.jpeg,cat,cat,0.941,val,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
228,cat_000228.jpeg,cat,cat,0.919,val,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
229,cat_000229.jpg,cat,cat,0.91,test,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
230,cat_000230.jpeg,cat,cat,0.947,test,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
231,cat_000231.jpeg,cat,cat,0.828,test,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
232,cat_000232.jpeg,cat,cat,0.973,test,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
233,cat_000233.jpeg,cat,cat,0.829,test,animals10,ann_3,hard_example,high_entropy;rare_class;class_deficit,send_to_review
234,cat_000234.jpeg,cat,cat,0.959,test,animals10,ann_4,rare_class_candidate,rare_class;class_deficit,add_to_next_train
235,cat_000235.jpeg,cat,cat,0.966,test,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
236,cat_000236.jpeg,cat,cat,0.907,test,animals10,ann_2,rare_class_candidate,rare_class;class_deficit,add_to_next_train
237,cat_000237.jpeg,cat,cat,0.974,test,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
238,cat_000238.jpeg,cat,cat,0.977,test,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
239,cat_000239.jpeg,cat,cat,0.848,test,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
240,cat_000240.jpeg,cat,cat,0.889,test,animals10,ann_3,rare_class_candidate,rare_class;class_deficit,add_to_next_train
241,chicken_000241.jpeg,chicken,chicken,0.891,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
242,chicken_000242.jpeg,chicken,chicken,0.851,train,animals10,ann_2,hard_example,high_entropy;rare_class;class_deficit,send_to_review
243,chicken_000243.jpeg,chicken,chicken,0.851,train,animals10,ann_1,hard_example,high_entropy;rare_class;class_deficit,send_to_review
244,chicken_000244.jpeg,chicken,chicken,0.927,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
245,chicken_000245.jpeg,chicken,chicken,0.898,train,animals10,ann_1,rare_class_candidate,rare_class;class_deficit,add_to_next_train
246,chicken_000246.jpeg,chicken,chicken,0.844,train,animals10,ann_4,hard_example,high_entropy;rare_class;class_deficit,send_to_review
