id,file_path,resolved_path,label,predicted_label,confidence,status,reasons,recommendation,object_utility_score,final_score,entropy,uncertainty_score,label_error_probability,quality_score,quality_reasons,blur_score,brightness,contrast,width,height,duplicate_score,duplicate_group_id,duplicate_neighbor_id,duplicate_distance,class_deficit_score,dataset_readiness_score,prob_butterfly,prob_cat,prob_chicken,prob_cow,prob_dog,prob_elephant,prob_horse,prob_sheep,prob_spider,prob_squirrel
315,chicken_000315.jpeg,data/demo/images/chicken_000315.jpeg,cow,chicken,0.958,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.57,0.57,0.2665324059662736,0.0,0.958,1.0,,11444.681200734618,132.41826666666665,78.26729057663665,300,275,0.0,,,,0.9025,96.94892361111111,0.0046666666666666705,0.0046666666666666705,0.958,0.0046666666666666705,0.0046666666666666705,0.0046666666666666705,0.0046666666666666705,0.0046666666666666705,0.0046666666666666705,0.0046666666666666705
174,cat_000174.jpeg,data/demo/images/cat_000174.jpeg,chicken,cat,0.954,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5688333333333333,0.5688333333333333,0.28763695273944057,0.0,0.954,1.0,,1747.4243631694924,141.50127407407408,61.51916929680803,300,225,0.0,,,,0.9016666666666666,96.94892361111111,0.005111111111111116,0.954,0.005111111111111116,0.005111111111111116,0.005111111111111116,0.005111111111111116,0.005111111111111116,0.005111111111111116,0.005111111111111116,0.005111111111111116
466,cow_000466.jpeg,data/demo/images/cow_000466.jpeg,spider,cow,0.951,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.56775,0.56775,0.30322420518352605,0.0,0.951,1.0,,687.2051476099774,104.00528571428572,57.47648369907845,300,210,0.0,,,,0.9,96.94892361111111,0.00544444444444445,0.00544444444444445,0.00544444444444445,0.951,0.00544444444444445,0.00544444444444445,0.00544444444444445,0.00544444444444445,0.00544444444444445,0.00544444444444445
971,spider_000971.jpeg,data/demo/images/spider_000971.jpeg,dog,spider,0.948,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5665,0.5665,0.31861820549962666,0.0,0.948,1.0,,1410.9828740965102,175.28001302083334,26.1101546038573,300,256,0.0,,,,0.8975,96.94892361111111,0.005777777777777783,0.005777777777777783,0.005777777777777783,0.005777777777777783,0.005777777777777783,0.005777777777777783,0.005777777777777783,0.005777777777777783,0.948,0.005777777777777783
1182,squirrel_001182.jpeg,data/demo/images/squirrel_001182.jpeg,horse,squirrel,0.945,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5659166666666666,0.5659166666666666,0.3338295390662573,0.0,0.945,1.0,,3535.330509493291,143.2978048780488,61.39666031324884,205,300,0.0,,,,0.8983333333333333,96.94892361111111,0.006111111111111117,0.006111111111111117,0.006111111111111117,0.006111111111111117,0.006111111111111117,0.006111111111111117,0.006111111111111117,0.006111111111111117,0.006111111111111117,0.945
152,cat_000152.jpg,data/demo/images/cat_000152.jpg,elephant,cat,0.944,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5653333333333334,0.5653333333333334,0.33886104979044535,0.0,0.944,1.0,,521.3898318921563,80.74990463615023,61.477285581341555,640,426,0.0,,,,0.8966666666666667,96.94892361111111,0.006222222222222228,0.944,0.006222222222222228,0.006222222222222228,0.006222222222222228,0.006222222222222228,0.006222222222222228,0.006222222222222228,0.006222222222222228,0.006222222222222228
379,cow_000379.jpeg,data/demo/images/cow_000379.jpeg,dog,cow,0.943,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.56525,0.56525,0.3438736431003827,0.0,0.943,1.0,,1054.3528905505145,121.72710144927537,53.78729408179856,300,230,0.0,,,,0.8975,96.94892361111111,0.006333333333333339,0.006333333333333339,0.006333333333333339,0.943,0.006333333333333339,0.006333333333333339,0.006333333333333339,0.006333333333333339,0.006333333333333339,0.006333333333333339
225,cat_000225.jpeg,data/demo/images/cat_000225.jpeg,butterfly,cat,0.94,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5648333333333333,0.5648333333333333,0.35880098714077857,0.0,0.94,1.0,,805.7119154160594,147.55526315789473,67.60245594393477,300,209,0.0,,,,0.8991666666666667,96.94892361111111,0.006666666666666672,0.94,0.006666666666666672,0.006666666666666672,0.006666666666666672,0.006666666666666672,0.006666666666666672,0.006666666666666672,0.006666666666666672,0.006666666666666672
662,elephant_000662.jpeg,data/demo/images/elephant_000662.jpeg,horse,elephant,0.935,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5634166666666667,0.5634166666666667,0.38332868908085305,0.0,0.935,1.0,,2347.4399914266664,103.98813333333334,45.677326532780164,300,200,0.0,,,,0.8983333333333333,96.94892361111111,0.007222222222222217,0.007222222222222217,0.007222222222222217,0.007222222222222217,0.007222222222222217,0.935,0.007222222222222217,0.007222222222222217,0.007222222222222217,0.007222222222222217
603,elephant_000603.jpg,data/demo/images/elephant_000603.jpg,dog,elephant,0.933,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.56275,0.56275,0.3930228577738976,0.0,0.933,1.0,,1694.9545200032362,157.01309461805556,62.92234692534503,640,360,0.0,,,,0.8975,96.94892361111111,0.007444444444444438,0.007444444444444438,0.007444444444444438,0.007444444444444438,0.007444444444444438,0.933,0.007444444444444438,0.007444444444444438,0.007444444444444438,0.007444444444444438
851,sheep_000851.jpeg,data/demo/images/sheep_000851.jpeg,elephant,sheep,0.931,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5620833333333334,0.5620833333333334,0.40265302885617626,0.0,0.931,1.0,,528.6152686390533,97.06526627218935,53.87233009056405,169,300,0.0,,,,0.8966666666666667,96.94892361111111,0.007666666666666661,0.007666666666666661,0.007666666666666661,0.007666666666666661,0.007666666666666661,0.007666666666666661,0.007666666666666661,0.931,0.007666666666666661,0.007666666666666661
433,cow_000433.jpeg,data/demo/images/cow_000433.jpeg,dog,cow,0.928,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5615,0.5615,0.41698202995559513,0.0,0.928,1.0,,1921.5426646246367,109.15340740740741,60.80881886167941,300,225,0.0,,,,0.8975,96.94892361111111,0.007999999999999995,0.007999999999999995,0.007999999999999995,0.928,0.007999999999999995,0.007999999999999995,0.007999999999999995,0.007999999999999995,0.007999999999999995,0.007999999999999995
5,butterfly_000005.jpeg,data/demo/images/butterfly_000005.jpeg,chicken,butterfly,0.923,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5610833333333334,0.5610833333333334,0.44056676050816007,0.0,0.923,1.0,,4797.555814697136,148.76471631205675,62.001234514342535,300,188,0.0,,,,0.9016666666666666,96.94892361111111,0.923,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555,0.00855555555555555
125,cat_000125.jpeg,data/demo/images/cat_000125.jpeg,dog,cat,0.924,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5605,0.5605,0.43587864880101285,0.0,0.924,1.0,,1116.6041591502833,121.34901018922854,66.01654867105697,229,300,0.0,,,,0.8975,96.94892361111111,0.00844444444444444,0.924,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444,0.00844444444444444
660,elephant_000660.jpg,data/demo/images/elephant_000660.jpg,cat,elephant,0.908,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5576666666666666,0.5576666666666666,0.5092854852385835,0.0,0.908,1.0,,1143.4687703705765,134.90887404580153,39.089925990003906,524,640,0.0,,,,0.9033333333333333,96.94892361111111,0.01022222222222222,0.01022222222222222,0.01022222222222222,0.01022222222222222,0.01022222222222222,0.908,0.01022222222222222,0.01022222222222222,0.01022222222222222,0.01022222222222222
48,butterfly_000048.jpeg,data/demo/images/butterfly_000048.jpeg,squirrel,butterfly,0.909,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5570833333333334,0.5570833333333334,0.5047927998193716,0.0,0.909,1.0,,6315.236823990001,210.91736666666668,61.06960659370584,300,300,0.0,,,,0.8991666666666667,96.94892361111111,0.909,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107
534,dog_000534.jpeg,data/demo/images/dog_000534.jpeg,cat,dog,0.904,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5566666666666666,0.5566666666666666,0.5271376602309746,0.0,0.904,1.0,,1829.0142796867974,123.49432918395574,72.40362953265254,300,241,0.0,,,,0.9033333333333333,96.94892361111111,0.010666666666666665,0.010666666666666665,0.010666666666666665,0.010666666666666665,0.904,0.010666666666666665,0.010666666666666665,0.010666666666666665,0.010666666666666665,0.010666666666666665
873,sheep_000873.jpeg,data/demo/images/sheep_000873.jpeg,elephant,sheep,0.909,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5565833333333333,0.5565833333333333,0.5047927998193716,0.0,0.909,1.0,,1039.4011049110563,107.45148148148148,35.762237087588865,300,225,0.0,,,,0.8966666666666667,96.94892361111111,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.909,0.010111111111111107,0.010111111111111107
254,chicken_000254.jpeg,data/demo/images/chicken_000254.jpeg,elephant,chicken,0.909,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5565833333333333,0.5565833333333333,0.5047927998193716,0.0,0.909,1.0,,2701.986396578458,85.10400943396226,74.2382422956293,300,212,0.0,,,,0.8966666666666667,96.94892361111111,0.010111111111111107,0.010111111111111107,0.909,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107,0.010111111111111107
1009,spider_001009.jpeg,data/demo/images/spider_001009.jpeg,elephant,spider,0.906,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5558333333333334,0.5558333333333334,0.5182350584434224,0.0,0.906,1.0,,3441.869173089628,117.53082633053221,51.07946329735415,300,238,0.0,,,,0.8966666666666667,96.94892361111111,0.010444444444444442,0.010444444444444442,0.010444444444444442,0.010444444444444442,0.010444444444444442,0.010444444444444442,0.010444444444444442,0.010444444444444442,0.906,0.010444444444444442
308,chicken_000308.jpeg,data/demo/images/chicken_000308.jpeg,butterfly,chicken,0.9,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5548333333333334,0.5548333333333334,0.5448054211250705,0.0,0.9,1.0,,5527.189815173443,129.66114074074073,50.116731038226845,300,225,0.0,,,,0.8991666666666667,96.94892361111111,0.011111111111111108,0.011111111111111108,0.9,0.011111111111111108,0.011111111111111108,0.011111111111111108,0.011111111111111108,0.011111111111111108,0.011111111111111108,0.011111111111111108
544,dog_000544.jpeg,data/demo/images/dog_000544.jpeg,spider,dog,0.899,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5547500000000001,0.5547500000000001,0.5491943311021419,0.0,0.899,1.0,,959.4575400287515,90.9265925925926,73.32865048344274,300,225,0.0,,,,0.9,96.94892361111111,0.01122222222222222,0.01122222222222222,0.01122222222222222,0.01122222222222222,0.899,0.01122222222222222,0.01122222222222222,0.01122222222222222,0.01122222222222222,0.01122222222222222
77,butterfly_000077.jpeg,data/demo/images/butterfly_000077.jpeg,sheep,butterfly,0.896,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5543333333333333,0.5543333333333333,0.5622953614888637,0.0,0.896,1.0,,474.2644401060829,79.20662775616083,62.022755249856594,300,257,0.0,,,,0.9016666666666666,96.94892361111111,0.896,0.011555555555555553,0.011555555555555553,0.011555555555555553,0.011555555555555553,0.011555555555555553,0.011555555555555553,0.011555555555555553,0.011555555555555553,0.011555555555555553
193,cat_000193.jpeg,data/demo/images/cat_000193.jpeg,cow,cat,0.895,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.55425,0.55425,0.5666407849799048,0.0,0.895,1.0,,748.3223160441667,82.56838333333333,73.30269088093826,300,200,0.0,,,,0.9025,96.94892361111111,0.011666666666666665,0.895,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665
1045,spider_001045.jpeg,data/demo/images/spider_001045.jpeg,squirrel,spider,0.895,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5535833333333333,0.5535833333333333,0.5666407849799048,0.0,0.895,1.0,,427.2891730532786,148.00857059523008,31.940048788475362,249,179,0.0,,,,0.8991666666666667,96.94892361111111,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.011666666666666665,0.895,0.011666666666666665
902,sheep_000902.jpeg,data/demo/images/sheep_000902.jpeg,horse,sheep,0.894,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5531666666666667,0.5531666666666667,0.5709755671987758,0.0,0.894,1.0,,1921.4517768208339,114.69083333333333,45.90442817312182,300,188,0.0,,,,0.8983333333333333,96.94892361111111,0.011777777777777776,0.011777777777777776,0.011777777777777776,0.011777777777777776,0.011777777777777776,0.011777777777777776,0.011777777777777776,0.894,0.011777777777777776,0.011777777777777776
73,butterfly_000073.jpeg,data/demo/images/butterfly_000073.jpeg,chicken,butterfly,0.891,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5530833333333334,0.5530833333333334,0.5839169438723175,0.0,0.891,1.0,,1387.5686919831223,172.31351617440225,90.68074633255044,300,237,0.0,,,,0.9016666666666666,96.94892361111111,0.891,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109
998,spider_000998.jpeg,data/demo/images/spider_000998.jpeg,butterfly,spider,0.891,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5525833333333333,0.5525833333333333,0.5839169438723175,0.0,0.891,1.0,,720.6865358736122,106.01680172358351,52.69271680268985,284,219,0.0,,,,0.8991666666666667,96.94892361111111,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.012111111111111109,0.891,0.012111111111111109
742,horse_000742.jpeg,data/demo/images/horse_000742.jpeg,spider,horse,0.888,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.552,0.552,0.5967656402816963,0.0,0.888,1.0,,1798.7550987343748,162.6216388888889,45.97225109397381,300,240,0.0,,,,0.9,96.94892361111111,0.012444444444444444,0.012444444444444444,0.012444444444444444,0.012444444444444444,0.012444444444444444,0.012444444444444444,0.888,0.012444444444444444,0.012444444444444444,0.012444444444444444
775,horse_000775.jpeg,data/demo/images/horse_000775.jpeg,dog,horse,0.888,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5515,0.5515,0.5967656402816963,0.0,0.888,1.0,,2436.307974932222,142.5557,52.55446252073494,300,200,0.0,,,,0.8975,96.94892361111111,0.012444444444444444,0.012444444444444444,0.012444444444444444,0.012444444444444444,0.012444444444444444,0.012444444444444444,0.888,0.012444444444444444,0.012444444444444444,0.012444444444444444
166,cat_000166.jpeg,data/demo/images/cat_000166.jpeg,chicken,cat,0.881,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5505833333333333,0.5505833333333333,0.6263975295551015,0.0,0.881,1.0,,812.3750905769658,92.94915422885572,33.60713274871589,201,300,0.0,,,,0.9016666666666666,96.94892361111111,0.013222222222222222,0.881,0.013222222222222222,0.013222222222222222,0.013222222222222222,0.013222222222222222,0.013222222222222222,0.013222222222222222,0.013222222222222222,0.013222222222222222
822,horse_000822.jpeg,data/demo/images/horse_000822.jpeg,squirrel,horse,0.882,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5503333333333333,0.5503333333333333,0.6221935900228729,0.0,0.882,1.0,,992.7108545818328,90.70317927170868,55.74523311550787,238,300,0.0,,,,0.8991666666666667,96.94892361111111,0.01311111111111111,0.01311111111111111,0.01311111111111111,0.01311111111111111,0.01311111111111111,0.01311111111111111,0.882,0.01311111111111111,0.01311111111111111,0.01311111111111111
734,horse_000734.jpeg,data/demo/images/horse_000734.jpeg,cow,horse,0.879,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.55025,0.55025,0.6347768617573437,0.0,0.879,1.0,,6228.053952722087,85.76893805309734,60.26168379393766,300,226,0.0,,,,0.9025,96.94892361111111,0.013444444444444445,0.013444444444444445,0.013444444444444445,0.013444444444444445,0.013444444444444445,0.013444444444444445,0.879,0.013444444444444445,0.013444444444444445,0.013444444444444445
155,cat_000155.jpeg,data/demo/images/cat_000155.jpeg,squirrel,cat,0.88,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5498333333333334,0.5498333333333334,0.6305919305530563,0.0,0.88,1.0,,477.04363916000005,60.95786666666667,44.65721395380096,300,200,0.0,,,,0.8991666666666667,96.94892361111111,0.013333333333333332,0.88,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332
1033,spider_001033.jpeg,data/demo/images/spider_001033.jpeg,elephant,spider,0.88,suspected_label_error,model_disagreement;suspected_label_error;rare_class;class_deficit;valuable_for_training,recheck_label,0.5493333333333333,0.5493333333333333,0.6305919305530564,0.0,0.88,1.0,,2394.2123109739373,154.3574962962963,51.266022284185254,300,225,0.0,,,,0.8966666666666667,96.94892361111111,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.88,0.013333333333333332
728,horse_000728.jpeg,data/demo/images/horse_000728.jpeg,cow,horse,0.874,suspected_label_error,model_disagreement;suspected_label_error;high_entropy;rare_class;class_deficit;valuable_for_training,recheck_label,0.549,0.549,0.6555617971276769,0.0,0.874,1.0,,938.7914644798441,108.64734627831716,60.56018727350316,300,206,0.0,,,,0.9025,96.94892361111111,0.014,0.014,0.014,0.014,0.014,0.014,0.874,0.014,0.014,0.014
507,dog_000507.jpeg,data/demo/images/dog_000507.jpeg,spider,dog,0.875,suspected_label_error,model_disagreement;suspected_label_error;high_entropy;rare_class;class_deficit;valuable_for_training,recheck_label,0.5487500000000001,0.5487500000000001,0.6514232234234646,0.0,0.875,1.0,,150.35394260105642,163.005658436214,39.01101442581931,288,216,0.0,,,,0.9,96.94892361111111,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.875,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888
907,sheep_000907.jpeg,data/demo/images/sheep_000907.jpeg,horse,sheep,0.87,suspected_label_error,model_disagreement;suspected_label_error;high_entropy;rare_class;class_deficit;valuable_for_training,recheck_label,0.5471666666666667,0.5471666666666667,0.6720258913423126,0.0,0.87,1.0,,1421.6750084764883,122.16746666666667,71.9707501241586,300,225,0.0,,,,0.8983333333333333,96.94892361111111,0.014444444444444446,0.014444444444444446,0.014444444444444446,0.014444444444444446,0.014444444444444446,0.014444444444444446,0.014444444444444446,0.87,0.014444444444444446,0.014444444444444446
441,cow_000441.jpeg,data/demo/images/cow_000441.jpeg,cat,cow,0.865,suspected_label_error,model_disagreement;suspected_label_error;high_entropy;rare_class;class_deficit;valuable_for_training,recheck_label,0.5469166666666667,0.5469166666666667,0.6924074683372635,0.0,0.865,1.0,,1011.5902934997223,186.39381666666668,59.31482494649255,300,200,0.0,,,,0.9033333333333333,96.94892361111111,0.015000000000000001,0.015000000000000001,0.015000000000000001,0.865,0.015000000000000001,0.015000000000000001,0.015000000000000001,0.015000000000000001,0.015000000000000001,0.015000000000000001
256,chicken_000256.jpeg,data/demo/images/chicken_000256.jpeg,elephant,chicken,0.869,suspected_label_error,model_disagreement;suspected_label_error;high_entropy;rare_class;class_deficit;valuable_for_training,recheck_label,0.5465833333333333,0.5465833333333333,0.6761196634182056,0.0,0.869,1.0,,3358.6117934536273,106.17322727272727,60.416313331371086,300,220,0.0,,,,0.8966666666666667,96.94892361111111,0.014555555555555556,0.014555555555555556,0.869,0.014555555555555556,0.014555555555555556,0.014555555555555556,0.014555555555555556,0.014555555555555556,0.014555555555555556,0.014555555555555556
983,spider_000983.jpeg,data/demo/images/spider_000983.jpeg,squirrel,spider,0.866,suspected_label_error,model_disagreement;suspected_label_error;high_entropy;rare_class;class_deficit;valuable_for_training,recheck_label,0.5463333333333333,0.5463333333333333,0.6883484983367,0.0,0.866,1.0,,3457.5002525857885,93.26540740740741,58.234577004629244,300,225,0.0,,,,0.8991666666666667,96.94892361111111,0.014888888888888889,0.014888888888888889,0.014888888888888889,0.014888888888888889,0.014888888888888889,0.014888888888888889,0.014888888888888889,0.014888888888888889,0.866,0.014888888888888889
