id,file_path,resolved_path,label,predicted_label,confidence,split,source,annotator,file_exists,image_opened,image_error,uncertainty_score,entropy,class_deficit_score,width,height,blur_score,brightness,contrast,resolution_score,corrupted_file,quality_score,quality_reasons,phash,duplicate_score,duplicate_group_id,duplicate_neighbor_id,duplicate_distance,label_error_probability,object_utility_score,final_score,status,reasons,recommendation,dataset_readiness_score,prob_butterfly,prob_cat,prob_chicken,prob_cow,prob_dog,prob_elephant,prob_horse,prob_sheep,prob_spider,prob_squirrel,recommended_action,action_confidence,action_reason,action_risk
38,butterfly_000038.jpeg,data/demo/images/butterfly_000038.jpeg,butterfly,butterfly,0.863,train,animals10,ann_2    ,True,True,,0.137,0.3042231850475893,0.0241935483870967,300,187,2142.584086266566,155.08860962566845,43.77093805494077,0.7,False,1.0,,d7608cf39336c433,0.0,,,,0.0,0.1959387096774193,0.1959387096774193,ok,,keep,96.94892361111113,0.863,0.0152222222222222,0.0152222222222222,0.0152222222222222,0.0152222222222222,0.0152222222222222,0.0152222222222222,0.0152222222222222,0.0152222222222222,0.0152222222222222,keep,0.9,No critical issues detected.,low
40,butterfly_000040.jpeg,data/demo/images/butterfly_000040.jpeg,butterfly,butterfly,0.846,train,animals10,ann_3    ,True,True,,0.154,0.3335198239708821,0.0241935483870967,300,251,2986.4322733986583,170.07138114209826,98.75802287757384,0.7,False,1.0,,bc13972587b262f2,0.0,,,,0.0,0.2010387096774193,0.2010387096774193,ok,,keep,96.94892361111113,0.846,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,keep,0.9,No critical issues detected.,low
41,butterfly_000041.jpg,data/demo/images/butterfly_000041.jpg,butterfly,butterfly,0.85,train,animals10,ann_2    ,True,True,,0.15,0.3267165963574531,0.0241935483870967,640,480,613.3606283033583,150.90501302083334,35.76691617372059,1.0,False,1.0,,d50d06d7576b4968,0.0,,,,0.0,0.1998387096774193,0.1998387096774193,ok,,keep,96.94892361111113,0.85,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.0166666666666666,keep,0.9,No critical issues detected.,low
42,butterfly_000042.jpeg,data/demo/images/butterfly_000042.jpeg,butterfly,butterfly,0.9,train,animals10,ann_3    ,True,True,,0.0999999999999999,0.2366059881055953,0.0241935483870967,300,183,1124.221524646567,128.34218579234974,63.36686625898906,0.7,False,1.0,,859bc60aa773cce1,0.0,,,,0.0,0.1848387096774193,0.1848387096774193,ok,,keep,96.94892361111113,0.9,0.0111111111111111,0.0111111111111111,0.0111111111111111,0.0111111111111111,0.0111111111111111,0.0111111111111111,0.0111111111111111,0.0111111111111111,0.0111111111111111,keep,0.9,No critical issues detected.,low
44,butterfly_000044.jpg,data/demo/images/butterfly_000044.jpg,butterfly,butterfly,0.828,train,animals10,ann_4    ,True,True,,0.172,0.3634896955546401,0.0241935483870967,640,378,8392.294958176231,144.50477017195766,75.08717873322868,1.0,False,1.0,,fa0e94f09627ade0,0.0,,,,0.0,0.2064387096774193,0.2064387096774193,ok,,keep,96.94892361111113,0.828,0.0191111111111111,0.0191111111111111,0.0191111111111111,0.0191111111111111,0.0191111111111111,0.0191111111111111,0.0191111111111111,0.0191111111111111,0.0191111111111111,keep,0.9,No critical issues detected.,low
45,butterfly_000045.jpeg,data/demo/images/butterfly_000045.jpeg,butterfly,butterfly,0.928,train,animals10,ann_3    ,True,True,,0.0719999999999999,0.1810929946625314,0.0241935483870967,201,300,815.1493093611545,108.92583747927031,52.008814207884384,0.7,False,1.0,,c38eccf11f073c83,0.0,,,,0.0,0.1764387096774193,0.1764387096774193,ok,,keep,96.94892361111113,0.928,0.0079999999999999,0.0079999999999999,0.0079999999999999,0.0079999999999999,0.0079999999999999,0.0079999999999999,0.0079999999999999,0.0079999999999999,0.0079999999999999,keep,0.9,No critical issues detected.,low
46,butterfly_000046.jpeg,data/demo/images/butterfly_000046.jpeg,butterfly,butterfly,0.889,train,animals10,ann_3    ,True,True,,0.1109999999999999,0.2573163980569815,0.0241935483870967,200,300,1854.6004160330551,126.03875,46.974807593405856,0.7,False,1.0,,fc57d7b64883a282,0.0,,,,0.0,0.1881387096774193,0.1881387096774193,ok,,keep,96.94892361111113,0.889,0.0123333333333333,0.0123333333333333,0.0123333333333333,0.0123333333333333,0.0123333333333333,0.0123333333333333,0.0123333333333333,0.0123333333333333,0.0123333333333333,keep,0.9,No critical issues detected.,low
47,butterfly_000047.jpeg,data/demo/images/butterfly_000047.jpeg,butterfly,butterfly,0.879,train,animals10,ann_4    ,True,True,,0.121,0.2756800883010776,0.0241935483870967,300,225,5097.263127189904,89.69477037037036,63.71067011674769,0.7,False,1.0,,ea5c36813e43f21e,0.0,,,,0.0,0.1911387096774193,0.1911387096774193,ok,,keep,96.94892361111113,0.879,0.0134444444444444,0.0134444444444444,0.0134444444444444,0.0134444444444444,0.0134444444444444,0.0134444444444444,0.0134444444444444,0.0134444444444444,0.0134444444444444,keep,0.9,No critical issues detected.,low
49,butterfly_000049.jpeg,data/demo/images/butterfly_000049.jpeg,butterfly,butterfly,0.908,train,animals10,ann_1    ,True,True,,0.0919999999999999,0.2211798759525368,0.0241935483870967,300,202,1932.775858879848,100.25321782178216,55.26164578255083,0.7,False,1.0,,ae8c6159333d9b32,0.0,,,,0.0,0.1824387096774193,0.1824387096774193,ok,,keep,96.94892361111113,0.908,0.0102222222222222,0.0102222222222222,0.0102222222222222,0.0102222222222222,0.0102222222222222,0.0102222222222222,0.0102222222222222,0.0102222222222222,0.0102222222222222,keep,0.9,No critical issues detected.,low
51,butterfly_000051.jpeg,data/demo/images/butterfly_000051.jpeg,butterfly,butterfly,0.843,train,animals10,ann_4    ,True,True,,0.157,0.3385871788021219,0.0241935483870967,300,240,3203.479842209877,140.23522222222223,50.98937175154528,0.7,False,1.0,,b4d761eb0e3c18ca,0.0,,,,0.0,0.2019387096774193,0.2019387096774193,ok,,keep,96.94892361111113,0.843,0.0174444444444444,0.0174444444444444,0.0174444444444444,0.0174444444444444,0.0174444444444444,0.0174444444444444,0.0174444444444444,0.0174444444444444,0.0174444444444444,keep,0.9,No critical issues detected.,low
53,butterfly_000053.jpeg,data/demo/images/butterfly_000053.jpeg,butterfly,butterfly,0.963,train,animals10,ann_2    ,True,True,,0.037,0.1040513902149052,0.0241935483870967,300,234,11786.785893781504,188.2327492877493,84.49772549657085,0.7,False,1.0,,9f360a5ca53de0e8,0.0,,,,0.0,0.1659387096774193,0.1659387096774193,ok,,keep,96.94892361111113,0.963,0.0041111111111111,0.0041111111111111,0.0041111111111111,0.0041111111111111,0.0041111111111111,0.0041111111111111,0.0041111111111111,0.0041111111111111,0.0041111111111111,keep,0.9,No critical issues detected.,low
54,butterfly_000054.jpeg,data/demo/images/butterfly_000054.jpeg,butterfly,butterfly,0.846,train,animals10,ann_3    ,True,True,,0.154,0.3335198239708821,0.0241935483870967,300,225,1381.3945930927846,153.6209925925926,67.94307081596804,0.7,False,1.0,,e612cc923be8b92d,0.0,,,,0.0,0.2010387096774193,0.2010387096774193,ok,,keep,96.94892361111113,0.846,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,0.0171111111111111,keep,0.9,No critical issues detected.,low
55,butterfly_000055.jpeg,data/demo/images/butterfly_000055.jpeg,butterfly,butterfly,0.902,train,animals10,ann_4    ,True,True,,0.0979999999999999,0.2327793093014132,0.0241935483870967,300,249,5014.853993733254,209.57107095046857,62.67691594433706,0.7,False,1.0,,bae08e30e51f9137,0.0,,,,0.0,0.1842387096774193,0.1842387096774193,ok,,keep,96.94892361111113,0.902,0.0108888888888888,0.0108888888888888,0.0108888888888888,0.0108888888888888,0.0108888888888888,0.0108888888888888,0.0108888888888888,0.0108888888888888,0.0108888888888888,keep,0.9,No critical issues detected.,low
56,butterfly_000056.jpeg,data/demo/images/butterfly_000056.jpeg,butterfly,butterfly,0.951,train,animals10,ann_3    ,True,True,,0.049,0.1316885990907047,0.0241935483870967,300,169,828.2206820719007,111.37885601577908,47.90164539791295,0.7,False,1.0,,e4dd8348d4b51cbc,0.0,,,,0.0,0.1695387096774193,0.1695387096774193,ok,,keep,96.94892361111113,0.951,0.0054444444444444,0.0054444444444444,0.0054444444444444,0.0054444444444444,0.0054444444444444,0.0054444444444444,0.0054444444444444,0.0054444444444444,0.0054444444444444,keep,0.9,No critical issues detected.,low
58,butterfly_000058.jpeg,data/demo/images/butterfly_000058.jpeg,butterfly,butterfly,0.925,train,animals10,ann_2    ,True,True,,0.0749999999999999,0.187257486327022,0.0241935483870967,300,212,1294.8639564010523,87.92526729559748,61.76387143301464,0.7,False,1.0,,984b29b77596619c,0.0,,,,0.0,0.1773387096774193,0.1773387096774193,ok,,keep,96.94892361111113,0.925,0.0083333333333333,0.0083333333333333,0.0083333333333333,0.0083333333333333,0.0083333333333333,0.0083333333333333,0.0083333333333333,0.0083333333333333,0.0083333333333333,keep,0.9,No critical issues detected.,low
