id,file_path,label,predicted_label,confidence,split,source,annotator,status,reasons,recommendation
118,butterfly_000118.jpeg,butterfly,butterfly,0.907,test,animals10,ann_4    ,ok,,keep
119,butterfly_000119.jpeg,butterfly,butterfly,0.86,test,animals10,ann_3    ,ok,,keep
120,butterfly_000120.png,butterfly,butterfly,0.85,test,animals10,ann_1    ,ok,too_dark,keep
121,cat_000121.jpg,cat,cat,0.84,train,animals10,ann_1    ,ok,,keep
122,cat_000122.jpg,cat,cat,0.891,train,animals10,ann_4    ,ok,,keep
123,cat_000123.jpeg,cat,cat,0.846,train,animals10,ann_3    ,ok,,keep
124,cat_000124.jpeg,cat,cat,0.866,train,animals10,ann_4    ,ok,,keep
126,cat_000126.jpeg,cat,cat,0.823,train,animals10,ann_1    ,ok,,keep
127,cat_000127.jpeg,cat,cat,0.848,train,animals10,ann_1    ,ok,,keep
128,cat_000128.jpg,cat,cat,0.971,train,animals10,ann_3    ,ok,,keep
129,cat_000129.jpeg,cat,cat,0.876,train,animals10,ann_3    ,ok,,keep
130,cat_000130.jpeg,cat,cat,0.903,train,animals10,ann_4    ,ok,,keep
132,cat_000132.jpeg,cat,cat,0.527,train,animals10,ann_3    ,hard_example,high_entropy;low_confidence,send_to_review
133,cat_000133.jpeg,cat,cat,0.862,train,animals10,ann_3    ,ok,,keep
134,cat_000134.jpeg,cat,cat,0.858,train,animals10,ann_1    ,ok,,keep
135,cat_000135.jpg,cat,cat,0.916,train,animals10,ann_3    ,ok,,keep
136,cat_000136.jpeg,cat,cat,0.925,train,animals10,ann_3    ,ok,,keep
137,cat_000137.jpg,cat,cat,0.882,train,animals10,ann_1    ,ok,,keep
138,cat_000138.jpeg,cat,cat,0.951,train,animals10,ann_3    ,ok,,keep
139,cat_000139.jpg,cat,cat,0.906,train,animals10,ann_4    ,ok,,keep
140,cat_000140.jpg,cat,cat,0.901,train,animals10,ann_2    ,ok,,keep
141,cat_000141.jpeg,cat,cat,0.849,train,animals10,ann_1    ,ok,,keep
142,cat_000142.jpeg,cat,cat,0.936,train,animals10,ann_2    ,ok,,keep
143,cat_000143.jpeg,cat,cat,0.925,train,animals10,ann_2    ,ok,,keep
144,cat_000144.jpeg,cat,cat,0.869,train,animals10,ann_3    ,ok,too_dark,keep
145,cat_000145.jpg,cat,cat,0.894,train,animals10,ann_1    ,ok,,keep
146,cat_000146.jpg,cat,cat,0.913,train,animals10,ann_1    ,ok,,keep
147,cat_000147.jpeg,cat,cat,0.839,train,animals10,ann_4    ,ok,too_bright,keep
148,cat_000148.jpeg,cat,cat,0.959,train,animals10,ann_2    ,ok,,keep
149,cat_000149.jpeg,cat,cat,0.885,train,animals10,ann_4    ,ok,,keep
150,cat_000150.jpeg,cat,cat,0.849,train,animals10,ann_1    ,ok,,keep
151,cat_000151.jpeg,cat,cat,0.848,train,animals10,ann_1    ,ok,,keep
153,cat_000153.jpeg,cat,cat,0.834,train,animals10,ann_4    ,ok,,keep
154,cat_000154.jpg,cat,cat,0.974,train,animals10,ann_4    ,ok,,keep
156,cat_000156.jpg,cat,cat,0.905,train,animals10,ann_1    ,ok,,keep
157,cat_000157.jpg,cat,cat,0.86,train,animals10,ann_3    ,ok,,keep
160,cat_000160.jpeg,cat,cat,0.841,train,animals10,ann_4    ,ok,,keep
161,cat_000161.jpeg,cat,cat,0.972,train,animals10,ann_4    ,ok,,keep
163,cat_000163.jpeg,cat,cat,0.879,train,animals10,ann_1    ,ok,,keep
164,cat_000164.jpeg,cat,cat,0.943,train,animals10,ann_1    ,ok,,keep
165,cat_000165.jpeg,cat,cat,0.6,train,animals10,ann_1    ,hard_example,high_entropy,send_to_review
167,cat_000167.jpeg,cat,cat,0.931,train,animals10,ann_1    ,ok,,keep
168,cat_000168.jpeg,cat,cat,0.926,train,animals10,ann_3    ,ok,,keep
169,cat_000169.jpeg,cat,cat,0.887,train,animals10,ann_1    ,ok,,keep
170,cat_000170.jpeg,cat,cat,0.865,train,animals10,ann_1    ,ok,,keep
171,cat_000171.jpeg,cat,cat,0.944,train,animals10,ann_2    ,ok,,keep
172,cat_000172.jpeg,cat,cat,0.846,train,animals10,ann_4    ,ok,,keep
173,cat_000173.jpeg,cat,cat,0.897,train,animals10,ann_2    ,ok,,keep
175,cat_000175.jpeg,cat,spider,0.467,train,animals10,ann_1    ,hard_example,model_disagreement;high_entropy;low_confidence,send_to_review
176,cat_000176.jpg,cat,cat,0.893,train,animals10,ann_3    ,ok,,keep
178,cat_000178.png,cat,cat,0.888,train,animals10,ann_1    ,ok,,keep
179,cat_000179.jpeg,cat,cat,0.827,train,animals10,ann_2    ,ok,,keep
180,cat_000180.jpeg,cat,cat,0.877,train,animals10,ann_4    ,ok,,keep
181,cat_000181.jpg,cat,cat,0.937,train,animals10,ann_3    ,ok,,keep
182,cat_000182.jpeg,cat,cat,0.884,train,animals10,ann_4    ,ok,,keep
183,cat_000183.jpeg,cat,cat,0.956,train,animals10,ann_4    ,ok,,keep
184,cat_000184.jpeg,cat,cat,0.838,train,animals10,ann_1    ,ok,,keep
185,cat_000185.jpeg,cat,cat,0.837,train,animals10,ann_4    ,ok,,keep
186,cat_000186.jpg,cat,cat,0.849,train,animals10,ann_4    ,ok,,keep
187,cat_000187.jpg,cat,cat,0.958,train,animals10,ann_2    ,ok,,keep
188,cat_000188.jpeg,cat,cat,0.962,train,animals10,ann_4    ,ok,,keep
190,cat_000190.jpg,cat,cat,0.874,train,animals10,ann_1    ,ok,,keep
191,cat_000191.jpeg,cat,cat,0.897,train,animals10,ann_4    ,ok,,keep
192,cat_000192.jpeg,cat,cat,0.963,train,animals10,ann_1    ,ok,,keep
194,cat_000194.jpeg,cat,sheep,0.524,train,animals10,ann_3    ,hard_example,model_disagreement;high_entropy;low_confidence,send_to_review
196,cat_000196.jpeg,cat,cat,0.893,train,animals10,ann_4    ,ok,,keep
197,cat_000197.jpeg,cat,cat,0.871,train,animals10,ann_4    ,ok,,keep
198,cat_000198.jpg,cat,horse,0.545,train,animals10,ann_1    ,hard_example,model_disagreement;high_entropy;low_confidence,send_to_review
199,cat_000199.jpeg,cat,cat,0.974,train,animals10,ann_3    ,ok,,keep
200,cat_000200.jpeg,cat,cat,0.925,train,animals10,ann_4    ,ok,,keep
201,cat_000201.jpeg,cat,cat,0.829,train,animals10,ann_2    ,ok,,keep
202,cat_000202.jpeg,cat,cat,0.943,train,animals10,ann_4    ,ok,,keep
203,cat_000203.jpeg,cat,cat,0.892,train,animals10,ann_1    ,ok,,keep
204,cat_000204.jpeg,cat,cat,0.875,train,animals10,ann_3    ,ok,,keep
205,cat_000205.jpeg,cat,cat,0.837,train,animals10,ann_2    ,ok,too_bright,keep
206,cat_000206.jpeg,cat,cat,0.939,train,animals10,ann_4    ,ok,,keep
207,cat_000207.jpeg,cat,cat,0.85,train,animals10,ann_4    ,ok,,keep
208,cat_000208.jpeg,cat,cat,0.85,train,animals10,ann_3    ,ok,,keep
209,cat_000209.jpeg,cat,cat,0.968,train,animals10,ann_1    ,ok,,keep
210,cat_000210.jpg,cat,cat,0.925,train,animals10,ann_2    ,ok,,keep
212,cat_000212.jpg,cat,cat,0.901,train,animals10,ann_2    ,ok,,keep
213,cat_000213.jpeg,cat,cat,0.95,train,animals10,ann_1    ,ok,,keep
214,cat_000214.jpeg,cat,cat,0.961,train,animals10,ann_4    ,ok,,keep
215,cat_000215.jpeg,cat,cat,0.931,train,animals10,ann_2    ,ok,,keep
216,cat_000216.jpg,cat,cat,0.975,train,animals10,ann_4    ,ok,,keep
217,cat_000217.jpg,cat,cat,0.916,val,animals10,ann_3    ,ok,,keep
218,cat_000218.jpg,cat,cat,0.87,val,animals10,ann_2    ,ok,,keep
219,cat_000219.jpg,cat,cat,0.866,val,animals10,ann_3    ,ok,,keep
220,cat_000220.jpeg,cat,cat,0.934,val,animals10,ann_2    ,ok,,keep
221,cat_000221.jpeg,cat,cat,0.872,val,animals10,ann_1    ,ok,,keep
222,cat_000222.jpeg,cat,cat,0.913,val,animals10,ann_4    ,ok,,keep
223,cat_000223.jpeg,cat,cat,0.905,val,animals10,ann_4    ,ok,,keep
224,cat_000224.jpeg,cat,cat,0.824,val,animals10,ann_2    ,ok,,keep
226,cat_000226.jpeg,cat,cat,0.843,val,animals10,ann_1    ,ok,,keep
227,cat_000227.jpeg,cat,cat,0.941,val,animals10,ann_1    ,ok,,keep
228,cat_000228.jpeg,cat,cat,0.919,val,animals10,ann_2    ,ok,,keep
229,cat_000229.jpg,cat,cat,0.91,test,animals10,ann_2    ,ok,,keep
230,cat_000230.jpeg,cat,cat,0.947,test,animals10,ann_3    ,ok,,keep
231,cat_000231.jpeg,cat,cat,0.828,test,animals10,ann_4    ,ok,,keep
232,cat_000232.jpeg,cat,cat,0.973,test,animals10,ann_3    ,ok,,keep
233,cat_000233.jpeg,cat,cat,0.829,test,animals10,ann_3    ,ok,,keep
234,cat_000234.jpeg,cat,cat,0.959,test,animals10,ann_4    ,ok,,keep
235,cat_000235.jpeg,cat,cat,0.966,test,animals10,ann_3    ,ok,,keep
236,cat_000236.jpeg,cat,cat,0.907,test,animals10,ann_2    ,ok,,keep
237,cat_000237.jpeg,cat,cat,0.974,test,animals10,ann_3    ,ok,,keep
238,cat_000238.jpeg,cat,cat,0.977,test,animals10,ann_1    ,ok,,keep
239,cat_000239.jpeg,cat,cat,0.848,test,animals10,ann_1    ,ok,,keep
240,cat_000240.jpeg,cat,cat,0.889,test,animals10,ann_3    ,ok,,keep
241,chicken_000241.jpeg,chicken,chicken,0.891,train,animals10,ann_1    ,ok,,keep
242,chicken_000242.jpeg,chicken,chicken,0.851,train,animals10,ann_2    ,ok,,keep
243,chicken_000243.jpeg,chicken,chicken,0.851,train,animals10,ann_1    ,ok,,keep
244,chicken_000244.jpeg,chicken,chicken,0.927,train,animals10,ann_1    ,ok,,keep
245,chicken_000245.jpeg,chicken,chicken,0.898,train,animals10,ann_1    ,ok,,keep
246,chicken_000246.jpeg,chicken,chicken,0.844,train,animals10,ann_4    ,ok,,keep
247,chicken_000247.jpeg,chicken,chicken,0.866,train,animals10,ann_3    ,ok,,keep
248,chicken_000248.jpeg,chicken,chicken,0.91,train,animals10,ann_2    ,ok,,keep
249,chicken_000249.jpeg,chicken,chicken,0.979,train,animals10,ann_4    ,ok,,keep
250,chicken_000250.jpeg,chicken,chicken,0.975,train,animals10,ann_4    ,ok,,keep
251,chicken_000251.jpeg,chicken,chicken,0.954,train,animals10,ann_1    ,ok,,keep
252,chicken_000252.jpeg,chicken,chicken,0.978,train,animals10,ann_3    ,ok,,keep
253,chicken_000253.jpeg,chicken,chicken,0.941,train,animals10,ann_1    ,ok,,keep
255,chicken_000255.jpeg,chicken,chicken,0.866,train,animals10,ann_4    ,ok,,keep
257,chicken_000257.jpeg,chicken,chicken,0.845,train,animals10,ann_3    ,ok,,keep
258,chicken_000258.jpeg,chicken,chicken,0.896,train,animals10,ann_3    ,ok,,keep
259,chicken_000259.jpeg,chicken,chicken,0.93,train,animals10,ann_2    ,ok,,keep
261,chicken_000261.jpeg,chicken,chicken,0.959,train,animals10,ann_4    ,ok,,keep
262,chicken_000262.jpeg,chicken,chicken,0.88,train,animals10,ann_1    ,ok,,keep
263,chicken_000263.jpeg,chicken,chicken,0.829,train,animals10,ann_3    ,ok,,keep
264,chicken_000264.jpeg,chicken,chicken,0.877,train,animals10,ann_1    ,ok,,keep
265,chicken_000265.jpeg,chicken,chicken,0.966,train,animals10,ann_3    ,ok,,keep
267,chicken_000267.jpeg,chicken,chicken,0.835,train,animals10,ann_2    ,ok,,keep
268,chicken_000268.jpeg,chicken,chicken,0.952,train,animals10,ann_3    ,ok,,keep
269,chicken_000269.jpeg,chicken,chicken,0.878,train,animals10,ann_3    ,ok,,keep
270,chicken_000270.jpeg,chicken,spider,0.515,train,animals10,ann_4    ,hard_example,model_disagreement;high_entropy;low_confidence,send_to_review
271,chicken_000271.jpeg,chicken,chicken,0.846,train,animals10,ann_2    ,ok,,keep
272,chicken_000272.jpeg,chicken,chicken,0.85,train,animals10,ann_1    ,ok,,keep
273,chicken_000273.jpeg,chicken,chicken,0.839,train,animals10,ann_2    ,ok,,keep
274,chicken_000274.jpeg,chicken,chicken,0.87,train,animals10,ann_3    ,ok,,keep
275,chicken_000275.jpeg,chicken,chicken,0.978,train,animals10,ann_3    ,ok,,keep
276,chicken_000276.jpeg,chicken,chicken,0.939,train,animals10,ann_1    ,ok,,keep
277,chicken_000277.jpeg,chicken,chicken,0.843,train,animals10,ann_2    ,ok,,keep
278,chicken_000278.jpeg,chicken,chicken,0.977,train,animals10,ann_4    ,ok,,keep
279,chicken_000279.jpeg,chicken,chicken,0.832,train,animals10,ann_4    ,ok,,keep
280,chicken_000280.jpeg,chicken,cat,0.458,train,animals10,ann_1    ,hard_example,model_disagreement;high_entropy;low_confidence,send_to_review
281,chicken_000281.jpeg,chicken,chicken,0.827,train,animals10,ann_3    ,ok,,keep
282,chicken_000282.jpeg,chicken,chicken,0.945,train,animals10,ann_2    ,ok,,keep
283,chicken_000283.jpeg,chicken,chicken,0.927,train,animals10,ann_1    ,ok,,keep
284,chicken_000284.jpeg,chicken,chicken,0.971,train,animals10,ann_3    ,ok,,keep
285,chicken_000285.jpeg,chicken,chicken,0.945,train,animals10,ann_2    ,ok,,keep
287,chicken_000287.jpeg,chicken,chicken,0.847,train,animals10,ann_1    ,ok,,keep
289,chicken_000289.jpeg,chicken,chicken,0.89,train,animals10,ann_1    ,ok,,keep
290,chicken_000290.jpeg,chicken,chicken,0.881,train,animals10,ann_2    ,ok,,keep
291,chicken_000291.jpeg,chicken,chicken,0.942,train,animals10,ann_3    ,ok,,keep
292,chicken_000292.jpeg,chicken,chicken,0.564,train,animals10,ann_3    ,hard_example,high_entropy,send_to_review
293,chicken_000293.jpeg,chicken,chicken,0.826,train,animals10,ann_3    ,ok,,keep
294,chicken_000294.jpeg,chicken,chicken,0.893,train,animals10,ann_3    ,ok,,keep
295,chicken_000295.jpeg,chicken,chicken,0.856,train,animals10,ann_4    ,ok,,keep
296,chicken_000296.jpeg,chicken,chicken,0.85,train,animals10,ann_1    ,ok,,keep
297,chicken_000297.jpeg,chicken,chicken,0.97,train,animals10,ann_3    ,ok,,keep
298,chicken_000298.jpeg,chicken,chicken,0.899,train,animals10,ann_1    ,ok,,keep
299,chicken_000299.jpeg,chicken,chicken,0.928,train,animals10,ann_1    ,ok,,keep
300,chicken_000300.jpeg,chicken,chicken,0.914,train,animals10,ann_1    ,ok,,keep
301,chicken_000301.jpeg,chicken,chicken,0.847,train,animals10,ann_3    ,ok,,keep
302,chicken_000302.jpeg,chicken,chicken,0.915,train,animals10,ann_4    ,ok,,keep
303,chicken_000303.jpeg,chicken,chicken,0.936,train,animals10,ann_3    ,ok,,keep
304,chicken_000304.jpeg,chicken,chicken,0.915,train,animals10,ann_4    ,ok,,keep
305,chicken_000305.jpeg,chicken,chicken,0.972,train,animals10,ann_4    ,ok,,keep
306,chicken_000306.jpeg,chicken,chicken,0.893,train,animals10,ann_1    ,ok,,keep
307,chicken_000307.jpeg,chicken,chicken,0.921,train,animals10,ann_2    ,ok,,keep
309,chicken_000309.jpeg,chicken,chicken,0.929,train,animals10,ann_2    ,ok,,keep
310,chicken_000310.jpeg,chicken,chicken,0.942,train,animals10,ann_4    ,ok,,keep
311,chicken_000311.jpeg,chicken,chicken,0.926,train,animals10,ann_4    ,ok,,keep
312,chicken_000312.jpeg,chicken,chicken,0.95,train,animals10,ann_1    ,ok,,keep
314,chicken_000314.jpeg,chicken,chicken,0.88,train,animals10,ann_4    ,ok,,keep
316,chicken_000316.jpeg,chicken,chicken,0.889,train,animals10,ann_3    ,ok,,keep
317,chicken_000317.jpeg,chicken,chicken,0.838,train,animals10,ann_4    ,ok,,keep
318,chicken_000318.jpeg,chicken,chicken,0.912,train,animals10,ann_4    ,ok,,keep
319,chicken_000319.jpeg,chicken,chicken,0.829,train,animals10,ann_3    ,ok,,keep
320,chicken_000320.jpeg,chicken,chicken,0.919,train,animals10,ann_3    ,ok,,keep
321,chicken_000321.jpeg,chicken,chicken,0.83,train,animals10,ann_1    ,ok,,keep
322,chicken_000322.jpeg,chicken,chicken,0.95,train,animals10,ann_1    ,ok,,keep
323,chicken_000323.jpeg,chicken,chicken,0.881,train,animals10,ann_4    ,ok,,keep
324,chicken_000324.jpeg,chicken,chicken,0.876,train,animals10,ann_2    ,ok,,keep
325,chicken_000325.jpeg,chicken,chicken,0.915,train,animals10,ann_1    ,ok,,keep
326,chicken_000326.jpeg,chicken,chicken,0.455,train,animals10,ann_3    ,hard_example,high_entropy;low_confidence,send_to_review
329,chicken_000329.jpeg,chicken,chicken,0.836,train,animals10,ann_4    ,ok,,keep
330,chicken_000330.jpeg,chicken,chicken,0.874,train,animals10,ann_3    ,ok,,keep
331,chicken_000331.jpeg,chicken,chicken,0.975,train,animals10,ann_2    ,ok,,keep
332,chicken_000332.jpeg,chicken,chicken,0.946,train,animals10,ann_2    ,ok,,keep
333,chicken_000333.jpeg,chicken,squirrel,0.542,train,animals10,ann_2    ,hard_example,model_disagreement;high_entropy;low_confidence,send_to_review
334,chicken_000334.jpeg,chicken,chicken,0.935,train,animals10,ann_1    ,ok,,keep
335,chicken_000335.jpeg,chicken,chicken,0.911,train,animals10,ann_4    ,ok,,keep
336,chicken_000336.jpeg,chicken,chicken,0.832,train,animals10,ann_3    ,ok,,keep
337,chicken_000337.jpeg,chicken,chicken,0.926,val,animals10,ann_3    ,ok,,keep
338,chicken_000338.jpeg,chicken,chicken,0.92,val,animals10,ann_4    ,ok,,keep
339,chicken_000339.jpeg,chicken,chicken,0.961,val,animals10,ann_2    ,ok,,keep
340,chicken_000340.jpeg,chicken,chicken,0.974,val,animals10,ann_4    ,ok,,keep
