id,file_path,label,predicted_label,confidence,split,source,annotator,true_label_for_demo
131,cat_000131.jpeg,cat,elephant,0.579,train,animals10,ann_3,cat
132,cat_000132.jpeg,cat,cat,0.527,train,animals10,ann_3,cat
133,cat_000133.jpeg,cat,cat,0.862,train,animals10,ann_3,cat
134,cat_000134.jpeg,cat,cat,0.858,train,animals10,ann_1,cat
135,cat_000135.jpg,cat,cat,0.916,train,animals10,ann_3,cat
136,cat_000136.jpeg,cat,cat,0.925,train,animals10,ann_3,cat
137,cat_000137.jpg,cat,cat,0.882,train,animals10,ann_1,cat
138,cat_000138.jpeg,cat,cat,0.951,train,animals10,ann_3,cat
139,cat_000139.jpg,cat,cat,0.906,train,animals10,ann_4,cat
140,cat_000140.jpg,cat,cat,0.901,train,animals10,ann_2,cat
141,cat_000141.jpeg,cat,cat,0.849,train,animals10,ann_1,cat
142,cat_000142.jpeg,cat,cat,0.936,train,animals10,ann_2,cat
143,cat_000143.jpeg,cat,cat,0.925,train,animals10,ann_2,cat
144,cat_000144.jpeg,cat,cat,0.869,train,animals10,ann_3,cat
145,cat_000145.jpg,cat,cat,0.894,train,animals10,ann_1,cat
146,cat_000146.jpg,cat,cat,0.913,train,animals10,ann_1,cat
147,cat_000147.jpeg,cat,cat,0.839,train,animals10,ann_4,cat
148,cat_000148.jpeg,cat,cat,0.959,train,animals10,ann_2,cat
149,cat_000149.jpeg,cat,cat,0.885,train,animals10,ann_4,cat
150,cat_000150.jpeg,cat,cat,0.849,train,animals10,ann_1,cat
151,cat_000151.jpeg,cat,cat,0.848,train,animals10,ann_1,cat
152,cat_000152.jpg,elephant,cat,0.944,train,animals10,ann_2,cat
153,cat_000153.jpeg,cat,cat,0.834,train,animals10,ann_4,cat
154,cat_000154.jpg,cat,cat,0.974,train,animals10,ann_4,cat
155,cat_000155.jpeg,squirrel,cat,0.88,train,animals10,ann_1,cat
156,cat_000156.jpg,cat,cat,0.905,train,animals10,ann_1,cat
157,cat_000157.jpg,cat,cat,0.86,train,animals10,ann_3,cat
158,cat_000158.jpg,cat,spider,0.585,train,animals10,ann_2,cat
159,cat_000159.jpg,cat,dog,0.555,train,animals10,ann_3,cat
160,cat_000160.jpeg,cat,cat,0.841,train,animals10,ann_4,cat
161,cat_000161.jpeg,cat,cat,0.972,train,animals10,ann_4,cat
162,cat_000162.jpg,dog,cat,0.841,train,animals10,ann_1,cat
163,cat_000163.jpeg,cat,cat,0.879,train,animals10,ann_1,cat
164,cat_000164.jpeg,cat,cat,0.943,train,animals10,ann_1,cat
165,cat_000165.jpeg,cat,cat,0.6,train,animals10,ann_1,cat
166,cat_000166.jpeg,chicken,cat,0.881,train,animals10,ann_3,cat
167,cat_000167.jpeg,cat,cat,0.931,train,animals10,ann_1,cat
168,cat_000168.jpeg,cat,cat,0.926,train,animals10,ann_3,cat
169,cat_000169.jpeg,cat,cat,0.887,train,animals10,ann_1,cat
170,cat_000170.jpeg,cat,cat,0.865,train,animals10,ann_1,cat
171,cat_000171.jpeg,cat,cat,0.944,train,animals10,ann_2,cat
172,cat_000172.jpeg,cat,cat,0.846,train,animals10,ann_4,cat
173,cat_000173.jpeg,cat,cat,0.897,train,animals10,ann_2,cat
174,cat_000174.jpeg,chicken,cat,0.954,train,animals10,ann_4,cat
175,cat_000175.jpeg,cat,spider,0.467,train,animals10,ann_1,cat
176,cat_000176.jpg,cat,cat,0.893,train,animals10,ann_3,cat
177,cat_000177.jpg,cat,chicken,0.651,train,animals10,ann_3,cat
178,cat_000178.png,cat,cat,0.888,train,animals10,ann_1,cat
179,cat_000179.jpeg,cat,cat,0.827,train,animals10,ann_2,cat
180,cat_000180.jpeg,cat,cat,0.877,train,animals10,ann_4,cat
181,cat_000181.jpg,cat,cat,0.937,train,animals10,ann_3,cat
182,cat_000182.jpeg,cat,cat,0.884,train,animals10,ann_4,cat
183,cat_000183.jpeg,cat,cat,0.956,train,animals10,ann_4,cat
184,cat_000184.jpeg,cat,cat,0.838,train,animals10,ann_1,cat
185,cat_000185.jpeg,cat,cat,0.837,train,animals10,ann_4,cat
186,cat_000186.jpg,cat,cat,0.849,train,animals10,ann_4,cat
187,cat_000187.jpg,cat,cat,0.958,train,animals10,ann_2,cat
188,cat_000188.jpeg,cat,cat,0.962,train,animals10,ann_4,cat
189,cat_000189.jpeg,elephant,cat,0.822,train,animals10,ann_2,cat
190,cat_000190.jpg,cat,cat,0.874,train,animals10,ann_1,cat
191,cat_000191.jpeg,cat,cat,0.897,train,animals10,ann_4,cat
192,cat_000192.jpeg,cat,cat,0.963,train,animals10,ann_1,cat
193,cat_000193.jpeg,cow,cat,0.895,train,animals10,ann_4,cat
194,cat_000194.jpeg,cat,sheep,0.524,train,animals10,ann_3,cat
195,cat_000195.jpeg,cat,cow,0.577,train,animals10,ann_4,cat
196,cat_000196.jpeg,cat,cat,0.893,train,animals10,ann_4,cat
197,cat_000197.jpeg,cat,cat,0.871,train,animals10,ann_4,cat
198,cat_000198.jpg,cat,horse,0.545,train,animals10,ann_1,cat
199,cat_000199.jpeg,cat,cat,0.974,train,animals10,ann_3,cat
200,cat_000200.jpeg,cat,cat,0.925,train,animals10,ann_4,cat
201,cat_000201.jpeg,cat,cat,0.829,train,animals10,ann_2,cat
202,cat_000202.jpeg,cat,cat,0.943,train,animals10,ann_4,cat
203,cat_000203.jpeg,cat,cat,0.892,train,animals10,ann_1,cat
204,cat_000204.jpeg,cat,cat,0.875,train,animals10,ann_3,cat
205,cat_000205.jpeg,cat,cat,0.837,train,animals10,ann_2,cat
206,cat_000206.jpeg,cat,cat,0.939,train,animals10,ann_4,cat
207,cat_000207.jpeg,cat,cat,0.85,train,animals10,ann_4,cat
208,cat_000208.jpeg,cat,cat,0.85,train,animals10,ann_3,cat
209,cat_000209.jpeg,cat,cat,0.968,train,animals10,ann_1,cat
210,cat_000210.jpg,cat,cat,0.925,train,animals10,ann_2,cat
211,cat_000211.jpeg,cat,butterfly,0.577,train,animals10,ann_4,cat
212,cat_000212.jpg,cat,cat,0.901,train,animals10,ann_2,cat
213,cat_000213.jpeg,cat,cat,0.95,train,animals10,ann_1,cat
214,cat_000214.jpeg,cat,cat,0.961,train,animals10,ann_4,cat
215,cat_000215.jpeg,cat,cat,0.931,train,animals10,ann_2,cat
216,cat_000216.jpg,cat,cat,0.975,train,animals10,ann_4,cat
217,cat_000217.jpg,cat,cat,0.916,val,animals10,ann_3,cat
218,cat_000218.jpg,cat,cat,0.87,val,animals10,ann_2,cat
219,cat_000219.jpg,cat,cat,0.866,val,animals10,ann_3,cat
220,cat_000220.jpeg,cat,cat,0.934,val,animals10,ann_2,cat
221,cat_000221.jpeg,cat,cat,0.872,val,animals10,ann_1,cat
222,cat_000222.jpeg,cat,cat,0.913,val,animals10,ann_4,cat
223,cat_000223.jpeg,cat,cat,0.905,val,animals10,ann_4,cat
224,cat_000224.jpeg,cat,cat,0.824,val,animals10,ann_2,cat
225,cat_000225.jpeg,butterfly,cat,0.94,val,animals10,ann_2,cat
226,cat_000226.jpeg,cat,cat,0.843,val,animals10,ann_1,cat
227,cat_000227.jpeg,cat,cat,0.941,val,animals10,ann_1,cat
228,cat_000228.jpeg,cat,cat,0.919,val,animals10,ann_2,cat
229,cat_000229.jpg,cat,cat,0.91,test,animals10,ann_2,cat
230,cat_000230.jpeg,cat,cat,0.947,test,animals10,ann_3,cat
231,cat_000231.jpeg,cat,cat,0.828,test,animals10,ann_4,cat
232,cat_000232.jpeg,cat,cat,0.973,test,animals10,ann_3,cat
233,cat_000233.jpeg,cat,cat,0.829,test,animals10,ann_3,cat
234,cat_000234.jpeg,cat,cat,0.959,test,animals10,ann_4,cat
235,cat_000235.jpeg,cat,cat,0.966,test,animals10,ann_3,cat
236,cat_000236.jpeg,cat,cat,0.907,test,animals10,ann_2,cat
237,cat_000237.jpeg,cat,cat,0.974,test,animals10,ann_3,cat
238,cat_000238.jpeg,cat,cat,0.977,test,animals10,ann_1,cat
239,cat_000239.jpeg,cat,cat,0.848,test,animals10,ann_1,cat
240,cat_000240.jpeg,cat,cat,0.889,test,animals10,ann_3,cat
241,chicken_000241.jpeg,chicken,chicken,0.891,train,animals10,ann_1,chicken
242,chicken_000242.jpeg,chicken,chicken,0.851,train,animals10,ann_2,chicken
243,chicken_000243.jpeg,chicken,chicken,0.851,train,animals10,ann_1,chicken
244,chicken_000244.jpeg,chicken,chicken,0.927,train,animals10,ann_1,chicken
245,chicken_000245.jpeg,chicken,chicken,0.898,train,animals10,ann_1,chicken
246,chicken_000246.jpeg,chicken,chicken,0.844,train,animals10,ann_4,chicken
247,chicken_000247.jpeg,chicken,chicken,0.866,train,animals10,ann_3,chicken
248,chicken_000248.jpeg,chicken,chicken,0.91,train,animals10,ann_2,chicken
249,chicken_000249.jpeg,chicken,chicken,0.979,train,animals10,ann_4,chicken
250,chicken_000250.jpeg,chicken,chicken,0.975,train,animals10,ann_4,chicken
251,chicken_000251.jpeg,chicken,chicken,0.954,train,animals10,ann_1,chicken
252,chicken_000252.jpeg,chicken,chicken,0.978,train,animals10,ann_3,chicken
253,chicken_000253.jpeg,chicken,chicken,0.941,train,animals10,ann_1,chicken
254,chicken_000254.jpeg,elephant,chicken,0.909,train,animals10,ann_2,chicken
255,chicken_000255.jpeg,chicken,chicken,0.866,train,animals10,ann_4,chicken
256,chicken_000256.jpeg,elephant,chicken,0.869,train,animals10,ann_4,chicken
257,chicken_000257.jpeg,chicken,chicken,0.845,train,animals10,ann_3,chicken
258,chicken_000258.jpeg,chicken,chicken,0.896,train,animals10,ann_3,chicken
259,chicken_000259.jpeg,chicken,chicken,0.93,train,animals10,ann_2,chicken
260,chicken_000260.jpeg,elephant,chicken,0.975,train,animals10,ann_3,chicken
261,chicken_000261.jpeg,chicken,chicken,0.959,train,animals10,ann_4,chicken
262,chicken_000262.jpeg,chicken,chicken,0.88,train,animals10,ann_1,chicken
263,chicken_000263.jpeg,chicken,chicken,0.829,train,animals10,ann_3,chicken
264,chicken_000264.jpeg,chicken,chicken,0.877,train,animals10,ann_1,chicken
265,chicken_000265.jpeg,chicken,chicken,0.966,train,animals10,ann_3,chicken
266,chicken_000266.jpeg,elephant,chicken,0.97,train,animals10,ann_2,chicken
267,chicken_000267.jpeg,chicken,chicken,0.835,train,animals10,ann_2,chicken
268,chicken_000268.jpeg,chicken,chicken,0.952,train,animals10,ann_3,chicken
269,chicken_000269.jpeg,chicken,chicken,0.878,train,animals10,ann_3,chicken
270,chicken_000270.jpeg,chicken,spider,0.515,train,animals10,ann_4,chicken
271,chicken_000271.jpeg,chicken,chicken,0.846,train,animals10,ann_2,chicken
272,chicken_000272.jpeg,chicken,chicken,0.85,train,animals10,ann_1,chicken
273,chicken_000273.jpeg,chicken,chicken,0.839,train,animals10,ann_2,chicken
274,chicken_000274.jpeg,chicken,chicken,0.87,train,animals10,ann_3,chicken
275,chicken_000275.jpeg,chicken,chicken,0.978,train,animals10,ann_3,chicken
276,chicken_000276.jpeg,chicken,chicken,0.939,train,animals10,ann_1,chicken
277,chicken_000277.jpeg,chicken,chicken,0.843,train,animals10,ann_2,chicken
278,chicken_000278.jpeg,chicken,chicken,0.977,train,animals10,ann_4,chicken
279,chicken_000279.jpeg,chicken,chicken,0.832,train,animals10,ann_4,chicken
280,chicken_000280.jpeg,chicken,cat,0.458,train,animals10,ann_1,chicken
281,chicken_000281.jpeg,chicken,chicken,0.827,train,animals10,ann_3,chicken
282,chicken_000282.jpeg,chicken,chicken,0.945,train,animals10,ann_2,chicken
283,chicken_000283.jpeg,chicken,chicken,0.927,train,animals10,ann_1,chicken
284,chicken_000284.jpeg,chicken,chicken,0.971,train,animals10,ann_3,chicken
285,chicken_000285.jpeg,chicken,chicken,0.945,train,animals10,ann_2,chicken
286,chicken_000286.jpeg,chicken,squirrel,0.626,train,animals10,ann_2,chicken
287,chicken_000287.jpeg,chicken,chicken,0.847,train,animals10,ann_1,chicken
288,chicken_000288.jpeg,chicken,cow,0.662,train,animals10,ann_4,chicken
289,chicken_000289.jpeg,chicken,chicken,0.89,train,animals10,ann_1,chicken
290,chicken_000290.jpeg,chicken,chicken,0.881,train,animals10,ann_2,chicken
291,chicken_000291.jpeg,chicken,chicken,0.942,train,animals10,ann_3,chicken
292,chicken_000292.jpeg,chicken,chicken,0.564,train,animals10,ann_3,chicken
293,chicken_000293.jpeg,chicken,chicken,0.826,train,animals10,ann_3,chicken
294,chicken_000294.jpeg,chicken,chicken,0.893,train,animals10,ann_3,chicken
295,chicken_000295.jpeg,chicken,chicken,0.856,train,animals10,ann_4,chicken
296,chicken_000296.jpeg,chicken,chicken,0.85,train,animals10,ann_1,chicken
297,chicken_000297.jpeg,chicken,chicken,0.97,train,animals10,ann_3,chicken
298,chicken_000298.jpeg,chicken,chicken,0.899,train,animals10,ann_1,chicken
299,chicken_000299.jpeg,chicken,chicken,0.928,train,animals10,ann_1,chicken
300,chicken_000300.jpeg,chicken,chicken,0.914,train,animals10,ann_1,chicken
301,chicken_000301.jpeg,chicken,chicken,0.847,train,animals10,ann_3,chicken
302,chicken_000302.jpeg,chicken,chicken,0.915,train,animals10,ann_4,chicken
303,chicken_000303.jpeg,chicken,chicken,0.936,train,animals10,ann_3,chicken
304,chicken_000304.jpeg,chicken,chicken,0.915,train,animals10,ann_4,chicken
305,chicken_000305.jpeg,chicken,chicken,0.972,train,animals10,ann_4,chicken
306,chicken_000306.jpeg,chicken,chicken,0.893,train,animals10,ann_1,chicken
307,chicken_000307.jpeg,chicken,chicken,0.921,train,animals10,ann_2,chicken
308,chicken_000308.jpeg,butterfly,chicken,0.9,train,animals10,ann_1,chicken
309,chicken_000309.jpeg,chicken,chicken,0.929,train,animals10,ann_2,chicken
310,chicken_000310.jpeg,chicken,chicken,0.942,train,animals10,ann_4,chicken
311,chicken_000311.jpeg,chicken,chicken,0.926,train,animals10,ann_4,chicken
312,chicken_000312.jpeg,chicken,chicken,0.95,train,animals10,ann_1,chicken
313,chicken_000313.jpeg,chicken,horse,0.652,train,animals10,ann_1,chicken
314,chicken_000314.jpeg,chicken,chicken,0.88,train,animals10,ann_4,chicken
315,chicken_000315.jpeg,cow,chicken,0.958,train,animals10,ann_3,chicken
316,chicken_000316.jpeg,chicken,chicken,0.889,train,animals10,ann_3,chicken
317,chicken_000317.jpeg,chicken,chicken,0.838,train,animals10,ann_4,chicken
318,chicken_000318.jpeg,chicken,chicken,0.912,train,animals10,ann_4,chicken
319,chicken_000319.jpeg,chicken,chicken,0.829,train,animals10,ann_3,chicken
320,chicken_000320.jpeg,chicken,chicken,0.919,train,animals10,ann_3,chicken
321,chicken_000321.jpeg,chicken,chicken,0.83,train,animals10,ann_1,chicken
322,chicken_000322.jpeg,chicken,chicken,0.95,train,animals10,ann_1,chicken
323,chicken_000323.jpeg,chicken,chicken,0.881,train,animals10,ann_4,chicken
324,chicken_000324.jpeg,chicken,chicken,0.876,train,animals10,ann_2,chicken
325,chicken_000325.jpeg,chicken,chicken,0.915,train,animals10,ann_1,chicken
326,chicken_000326.jpeg,chicken,chicken,0.455,train,animals10,ann_3,chicken
327,chicken_000327.jpeg,sheep,chicken,0.964,train,animals10,ann_3,chicken
328,chicken_000328.jpeg,spider,chicken,0.978,train,animals10,ann_4,chicken
329,chicken_000329.jpeg,chicken,chicken,0.836,train,animals10,ann_4,chicken
330,chicken_000330.jpeg,chicken,chicken,0.874,train,animals10,ann_3,chicken
331,chicken_000331.jpeg,chicken,chicken,0.975,train,animals10,ann_2,chicken
332,chicken_000332.jpeg,chicken,chicken,0.946,train,animals10,ann_2,chicken
333,chicken_000333.jpeg,chicken,squirrel,0.542,train,animals10,ann_2,chicken
334,chicken_000334.jpeg,chicken,chicken,0.935,train,animals10,ann_1,chicken
335,chicken_000335.jpeg,chicken,chicken,0.911,train,animals10,ann_4,chicken
336,chicken_000336.jpeg,chicken,chicken,0.832,train,animals10,ann_3,chicken
337,chicken_000337.jpeg,chicken,chicken,0.926,val,animals10,ann_3,chicken
338,chicken_000338.jpeg,chicken,chicken,0.92,val,animals10,ann_4,chicken
339,chicken_000339.jpeg,chicken,chicken,0.961,val,animals10,ann_2,chicken
340,chicken_000340.jpeg,chicken,chicken,0.974,val,animals10,ann_4,chicken
341,chicken_000341.jpeg,chicken,chicken,0.949,val,animals10,ann_4,chicken
